3931287,Polyene compounds,1/6/76," The invention disclosed is for a new and novel class of liquid polyene compositions formed of a molecule containing at least two unsaturated carbon-to-carbon bonds disposed at terminal positions on a main chain backbone of the molecule. The molecule includes unsaturated carbon-to-carbon bonds connected by a divalent chemically compatible derivative to a stable, organic, polyvalent, and polymeric member free of reactive carbon-to-carbon unsaturation and free of highly water-sensitive members. The new class of liquid polyene compositions which have a molecular weight in the range 300 to 20,000, and a viscosity in the range from essentially 0 to 20 million centipoises at 70.degree.C., may usefully form a component of a system which upon curing in the presence of a free radical generator and a polythiol, forms odorless, solid, elastomeric products. The cured products may be used as sealants, coatings, adhesives and molded articles. ",W. R. Grace & Co.,"WalterR. Wszolek,CliftonL. Kehr",3783152
3931288,Alkyl esters of 4-chlorophenoxy-4-oxo-cycloalkyl-carboxylic acid,1/6/76," Tricyclic compounds of the formula ##SPC1## Wherein R.sub.1 is hydrogen, halogen, lower alkyl, lower alkoxy, lower alkylthio, trifluoromethyl, cyano, carbamoyl, carboxy, lower alkoxy carbonyl, nitro, amino, mono-lower alkylamino, di-lower alkylamino, acyl, acylamido, sulfamoyl, di-lower alkylsulfamoyl, or difluoromethylsulfonyl; R.sub.2 is hydrogen, lower alkyl, amino-lower alkyl, mono-lower alkyl-amino-lower alkyl, or di-lower alkylamino-lower alkyl; n and r are independently 1 or 2; and X is oxygen or sulfur, prepared, inter alia, from the correspondingly substituted phenol or thiophenol and haloketocyclohexane or pentane carboxylic acid ester, are described. The end products are useful as anti-inflammatory and anti-rheumatic agents. ",Hoffmann-La Roche Inc.,"Leo Berger,FaustoEugenio Schenker,Willy Leimgruber",None
3931289,3-Oxa phenyl-substituted PGE compounds,1/6/76," This invention is a group of 3-oxa and 4-oxa phenyl-substituted PGE type, PGF type, PGA type and PGB type compounds, and processes for making those. These compounds are useful for a variety of pharmacological purposes, including anti-ulcer, inhibition of platelet aggregation, increase of nasal patency, labor inducement at term, and wound healing. ",The Upjohn Company,GordonL. Bundy,3804387
3931290,Preparation of carboxylic acid alkyl esters,1/6/76," Carboxylic acid alkyl esters are prepared by reacting an halo-alkane with an aqueous solution of an alkali metal salt of a carboxylic acid, using ammonia, a primary amine, a secondary amine, a heavy tertiary amine or a heavy quaternary ammonium salt as the catalyst. ",Rhone-Progil,"Jean Berthoux,Yolande Bourgau,Ghislain Schwachhofer",2021852
3931291,Preparation of optically active allethrorone via allethronyl acid phthalate,1/6/76," Optically active allethronyl acid phthalate is prepared by reacting (.+-.)-allethronyl acid phthalate of the formula ##SPC1## With an optically active amine from the group of .alpha.-phenylethylamine of the formula, ##SPC2## .alpha.-phenyl-.beta.-p-tolylethylamine of the formula ##SPC3## Threo-2-dimethylamino-1-(p-nitrophenyl)-1,3-propanediol of the formula ##SPC4## And naphthylethylamine of the formula ##SPC5## To form diastereomeric salts thereof, and decomposing the resolved salt to obtain the optically active allethronyl acid phthalate. ","Sumitomo Chemical Company, Limited",Fukashi Horiuchi,"34,844,893,201,455"
3931292,Preparation of omega-amino-substituted beta-alkoxycarboxylic esters,1/6/76, An omega-amino-beta-alkoxycarboxylic acid ester is prepared by subjecting to hydrogenation in the liquid phase an omega-cyano-beta-alkoxycarboxylic acid ester. The hydrogenation may be carried out at a temperature of 70.degree. to 150.degree.C. The amino-esters obtained can be cyclized through heating into beta-alkoxy-omega-lactams which may be applied for preparation of polyamides and copolyamides. ,Stamicarbon B.V.,"JosefM. Penders,JohanW. Garritsen","310,420,131,665,623,000,000"
3931293,Processes for producing cis alkyl-2-methyl-3-pentenoates and isomer mixtures containing high proportions of cis alkyl-2-methyl-3-pentenoates,1/6/76, Methods for producing cis-alkyl-2-methyl-3-pentenoates and isomeric mixtures containing high proportions (greater than 50%) of cis C.sub.2 -C.sub.6 alkyl-2-methyl-3-pentenoates. ,International Flavors & Fragrances Inc.,"JohnB. Hall,ManfredHugo Vock,JoaquinF. Vinals,ChingY. Tseng,EdwardJ. Shuster",None
3931294,Production of 2-phenyl-ethylene phosphonic acid,1/6/76, Production of 2-phenyl-ethylene phosphonic acid by reacting styrene with phosphorus pentachloride in a molar ratio of about 1 : 2 in liquid phase and hydrolyzing the resulting complex 2-phenyl-ethylene phosphonic acid tetrachloride with water. The reaction is more particularly started with the use as the liquid phase of the equimolar mixture of 2-phenyl-ethylene phosphonic acid dichloride and phosphorus oxychloride obtained as an intermediary product; styrene and phosphorus pentachloride are introduced thereinto with continuous agitation; resulting complex 2-phenyl-ethylene phosphonic acid tetrachloride is partially hydrolyzed by adding a predetermined quantity of water to an equimolar mixture of 2-phenyl-ethylene phosphonic acid dichloride and phosphorus oxychloride; a portion of the resulting clear solution is continuously used as the liquid phase and phosphorus oxychloride is continuously distilled off under reduced pressure from the balance portion of the solution; remaining 2-phenyl-ethylene phosphonic acid dichloride is hydrolyzed by continuous addition of overstoichiometric proportions of water to an aqueous solution of 2-phenyl-ethylene phosphonic acid; the aqueous solution is cooled and crystalline phosphonic acid is precipitated therefrom. ,Hoechst Aktiengesellschaft,"Theodor Auel,Gero Heymer,Hans-Werner Stephan","26,856,022,471,472"
3931295,Hydroxylation of aromatic compounds,1/6/76," Nuclear hydroxylation of aromatic compounds is effected by treating said aromatic compounds with hydrogen peroxide in the presence of a catalyst comprising an alkaline solution containing a salt of hydrocyanic acid, or an aromatic or aliphatic nitrile compound. ",Universal Oil Products Company,StephenN. Massie,"3,531,519,239,563,820,000,000,000,000"
3931296,Trans-.DELTA..sup.2 -prostaglandins,1/6/76," New process for the preparation of trans-.DELTA..sup.2 -prostaglandins of the formula ##SPC1## (wherein A represents a grouping of the PGE, PGF or PGA type, X represents --CH.sub.2 CH.sub.2 -- or trans --CH=CH--, R.sub.1 represents an alkyl radical of 1 to 10 carbon atoms or an alkyl radical of 1 to 6 carbon atoms carrying a phenyl substituent or a cycloalkyl substituent of 5 to 7 carbon atoms, R.sub.2 represents a hydrogen atom or an alkyl radical of 1 to 4 carbon atoms) and alkyl esters thereof having 1 to 10 carbon atoms in the chain, which comprises reacting a cyclopentane derivative of the formula: ##SPC2## (where R.sub.3 represents a 2-tetrahydropyranyl group unsubstituted or substituted by at least one alkyl radical, or a 1-ethoxyethyl group) with an alkyl phosphonate of the general formula: ##EQU1## (wherein R.sub.4 represents a methyl or ethyl radical, and R.sub.5 represents an alkyl radical of 1 to 10 carbon atoms), optionally hydrolyzing the resulting trans-.DELTA..sup.2 -prostaglandin ester of the general formula: ##SPC3## To the corresponding acid, optionally converting the 9.alpha.-hydroxy radical in the ester or acid product to an oxo group, and hydrolyzing the tetrahydropyranyloxy or ethoxyethoxy groups in the resulting trans-.DELTA..sup.2 -prostaglandin compound of the formula: ##SPC4## (wherein R.sub.6 represents a hydrogen atom or an alkyl radical of 1 to 10 carbon atoms, Z represents ##EQU2## or C=O) to hydroxy radicals to obtain a trans-.DELTA..sup.2 -PGF or trans-.DELTA..sup.2 -PGE compound of the formula: ##SPC5## And, if desired, converting the PGE alicyclic ring (Z represents C=O) into that of a PGA compound. The trans-.DELTA..sup.2 -prostaglandin products, which are new compounds except for trans-.DELTA..sup.2 -PGE.sub.1, possess typical pharmacological properties of the `natural` prostaglandins. ",,"Hirohisa Wakatsuka,Seiji Kori,Masaki Hayashi",None
3931297,10-Hydroxy PGC compounds,1/6/76," 10.alpha.-Hydroxy-11-desoxy-prostaglandin analogs of the PGE.sub.1 and PGE.sub.2 and PGF.sub.1.sub..alpha. and PGF.sub.2.sub..alpha. series, the 11-dehydro derivatives thereof as well as the 9,10-ketals in the PGF series, and methods of preparing same, 9-keto-10.alpha.,15.alpha.-dihydroxyprosta-13-trans-enoic or 5-cis,13-trans-dienoic acid, 9.alpha.,10.alpha.,15.alpha.-trihydroxyprosta-11,13-trans-dienoic or 5-cis, 11,13-trans-trienoic acid and 9.alpha.,10.alpha.-isopropyli-denedioxy-15.alpha.-hydroxyprosta-13-trans-e noic or 5-cis,13-trans-dienoic acid are representative of the class. Also included are the corresponding pharmaceutically acceptable, non-toxic esters, ethers and salts. These compounds possess prostaglandin-like activity and thus are useful in the treatment of mammals, where prostaglandins are indicated. ",Syntex (U.S.A.) Inc.,Pierre Crabbe,3846475
3931298,"Chemical process for forming 2,6-dimethylaniline",1/6/76," Hydroxy aromatics are aminated to form the corresponding aromatic amine by reaction at 200.degree.-400.degree.C with ammonia in the presence of a cyclohexanone and water in contact with a hydrogen transfer catalyst. For example, 2,6-dimethylphenol reacts with ammonia in the presence of cyclohexanone, water and a supported palladium catalyst to form 2,6-dimethylaniline. ",Ethyl Corporation,JohnC. Wollensak,"34,429,502,013,873,300,000,000,000,000,000,000,000,000,000,000,000,000,000"
3931299,9.beta.-Formyl prostaglandin derivatives,1/6/76," Derivatives of 11-deoxy-PGE.sub.1 and 11-deoxy-PGE.sub.2 are prepared. These new compounds not heretofore found in nature possess various pharmacological activities, one of which is bronchodilation. ",American Home Products Corporation,DonaldP. Strike,None
3931300,Process for the production of dichlorobenzoic acids,1/6/76," The production of dichlorobenzoic acids by reaction of the diazonium compound of a dichloroaminobenzoic acid with an aqueous alcohol solution of specific concentration. The compounds which can be prepared according to the process of the invention are valuable starting materials for the production of pharmaceutical substances, dyes and pesticides. ",BASF Aktiengesellschaft,"Hans-Juergen Quadbeck-Seeger,Helmut Junge",None
